YEAR,TITLE,citations
2017,Preferential Bayesian Optimization,46
2017,Measuring Sample Quality with Kernels,122
2017,Efficient softmax approximation for GPUs,217
2017,Automated Curriculum Learning for Neural Networks,319
2017,On Calibration of Modern Neural Networks,1921
2017,ProtoNN: Compressed and Accurate kNN for Resource-scarce Devices,124
2017,Deep Value Networks Learn to Evaluate and Iteratively Refine Structured Outputs,51
2017,Reinforcement Learning with Deep Energy-Based Policies,697
2017,DeepBach: a Steerable Model for Bach Chorales Generation,338
2017,Consistent On-Line Off-Policy Evaluation,63
2017,Faster Greedy MAP Inference for Determinantal Point Processes,13
2017,Data-Efficient Policy Evaluation Through Behavior Policy Search,26
2017,Joint Dimensionality Reduction and Metric Learning: A Geometric Take,51
2017,Deep IV: A Flexible Approach for Counterfactual Prediction,141
2017,Robust Guarantees of Stochastic Greedy Algorithms,11
2017,Efficient Regret Minimization in Non-Convex Games,53
2017,Kernelized Support Tensor Machines,36
2017,The Sample Complexity of Online One-Class Collaborative Filtering,9
2017,Warped Convolutions: Efficient Invariance to Spatial Transformations,92
2017,Parallel and Distributed Thompson Sampling for Large-scale Accelerated Exploration of Chemical Space,105
2017,DARLA: Improving Zero-Shot Transfer in Reinforcement Learning,274
2017,SPLICE: Fully Tractable Hierarchical Extension of ICA with Pooling,9
2017,Multilevel Clustering via Wasserstein Means,91
2017,Learning Deep Latent Gaussian Models with Markov Chain Monte Carlo,74
2017,Minimizing Trust Leaks for Robust Sybil Detection,12
2017,Prox-PDA: The Proximal Primal-Dual Algorithm for Fast Distributed Nonconvex Optimization and Learning Over Networks,91
2017,Analysis and Optimization of Graph Decompositions by Lifted Multicuts,28
2017,Dissipativity Theory for Nesterov’s Accelerated Method,87
2017,Learning Discrete Representations via Information Maximizing Self-Augmented Training,234
2017,State-Frequency Memory Recurrent Neural Networks,43
2017,Deep Generative Models for Relational Data with Side Information,13
2017,Toward Controlled Generation of Text,710
2017,Tensor Decomposition with Smoothness,13
2017,Variational Inference for Sparse and Undirected Models,20
2017,Fairness in Reinforcement Learning,95
2017,Decoupled Neural Interfaces using Synthetic Gradients,261
2017,Scalable Generative Models for Multi-label Learning with Missing Labels,29
2017,Sequence Tutor: Conservative Fine-Tuning of Sequence Generation Models with KL-control,106
2017,Bayesian Optimization with Tree-structured Dependencies,43
2017,Simultaneous Learning of Trees and Representations for Extreme Classification and Density Estimation,25
2017,From Patches to Images: A Nonparametric Generative Model,4
2017,Density Level Set Estimation on Manifolds with DBSCAN,17
2017,Uniform Convergence Rates for Kernel Density Estimation,48
2017,Contextual Decision Processes with low Bellman rank are PAC-Learnable,190
2017,Efficient Nonmyopic Active Search,23
2017,How to Escape Saddle Points Efficiently,588
2017,Tunable Efficient Unitary Neural Networks (EUNN) and their application to RNNs,136
2017,An Adaptive Test of Independence with Analytic Kernel Embeddings,30
2017,StingyCD: Safely Avoiding Wasteful Updates in Coordinate Descent,15
2017,Differentially Private Chi-squared Test by Unit Circle Mechanism,22
2017,Video Pixel Networks,337
2017,Adaptive Feature Selection: Computationally Efficient Online Sparse Linear Regression under RIP,16
2017,Recursive Partitioning for Personalization using Observational Data,67
2017,Multi-fidelity Bayesian Optimisation with Continuous Approximations,131
2017,Schema Networks: Zero-shot Transfer with a Generative Causal Model of Intuitive Physics,188
2017,Learning in POMDPs with Monte Carlo Tree Search,43
2017,Meritocratic Fairness for Cross-Population Selection,46
2017,On Approximation Guarantees for Greedy Low Rank Optimization,23
2017,Graph-based Isometry Invariant Representation Learning,52
2017,Learning to Discover Cross-Domain Relations with Generative Adversarial Networks,1493
2017,SplitNet: Learning to Semantically Split Deep Networks for Parameter Reduction and Model Parallelization,41
2017,Cost-Optimal Learning of Causal Graphs,32
2017,Understanding Black-box Predictions via Influence Functions,1365
2017,Sub-sampled Cubic Regularization for Non-convex Optimization,105
2017,PixelCNN Models with Auxiliary Variables for Natural Image Modeling,36
2017,Active Learning for Cost-Sensitive Classification,46
2017,Evaluating Bayesian Models with Posterior Dispersion Indices,5
2017,Resource-efficient Machine Learning in 2 KB RAM for the Internet of Things,165
2017,Grammar Variational Autoencoder,519
2017,Co-clustering through Optimal Transport,22
2017,Conditional Accelerated Lazy Stochastic Gradient Descent,33
2017,Consistent k-Clustering,18
2017,Deep Spectral Clustering Learning,94
2017,Coordinated Multi-Agent Imitation Learning,130
2017,Bayesian inference on random simple graphs with power law degree distributions,6
2017,Confident Multiple Choice Learning,41
2017,Deriving Neural Architectures from Sequence and Graph Kernels,107
2017,Doubly Greedy Primal-Dual Coordinate Descent for Sparse Empirical Risk Minimization,15
2017,Learning to Align the Source Code to the Compiled Object Code,21
2017,Dropout Inference in Bayesian Neural Networks with Alpha-divergences,162
2017,Provable Alternating Gradient Descent for Non-negative Matrix Factorization with Strong Correlations,17
2017,Provably Optimal Algorithms for Generalized Linear Contextual Bandits,149
2017,Fast k-Nearest Neighbour Search via Prioritized DCI,31
2017,Forest-type Regression with General Losses and Robust Forest,13
2017,Stochastic Modified Equations and Adaptive Stochastic Gradient Algorithms,163
2017,Convergence Analysis of Proximal Gradient with Momentum for Nonconvex Optimization,66
2017,Exact MAP Inference by Avoiding Fractional Vertices,2
2017,Leveraging Union of Subspace Structure to Improve Constrained Clustering,15
2017,Zero-Inflated Exponential Family Embeddings,7
2017,Iterative Machine Teaching,100
2017,Algorithmic Stability and Hypothesis Complexity,51
2017,Analogical Inference for Multi-relational Embeddings,238
2017,Dual Iterative Hard Thresholding: From Non-convex Sparse Minimization to Non-smooth Concave Maximization,13
2017,Gram-CTC: Automatic Unit Selection and Target Decomposition for Sequence Labelling,56
2017,Learning Infinite Layer Networks Without the Kernel Trick,4
2017,Deep Transfer Learning with Joint Adaptation Networks,1248
2017,Multiplicative Normalizing Flows for Variational Bayesian Neural Networks,315
2017,How Close Are the Eigenvectors of the Sample and Actual Covariance Matrices?,10
2017,Learning Deep Architectures via Generalized Whitened Neural Networks,20
2017,Learning Gradient Descent: Better Generalization and Longer Horizons,56
2017,Spherical Structured Feature Maps for Kernel Approximation,17
2017,Stochastic Gradient MCMC Methods for Hidden Markov Models,15
2017,Self-Paced Co-training,100
2017,Interactive Learning from Policy-Dependent Human Feedback,140
2017,A Laplacian Framework for Option Discovery in Reinforcement Learning,169
2017,Frame-based Data Factorizations,13
2017,Global optimization of Lipschitz functions,63
2017,On Mixed Memberships and Symmetric Nonnegative Matrix Factorizations,40
2017,Bayesian Models of Data Streams with Hierarchical Power Priors,16
2017,Just Sort It! A Simple and Effective Approach to Active Preference Learning,41
2017,ChoiceRank: Identifying Preferences from Node Traffic in Networks,10
2017,Deciding How to Decide: Dynamic Routing in Artificial Neural Networks,74
2017,Risk Bounds for Transferring Representations With and Without Fine-Tuning,25
2017,Nonnegative Matrix Factorization for Time Series Recovery From a Few Temporal Aggregates,17
2017,Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks,428
2017,Efficient Orthogonal Parametrisation of Recurrent Neural Networks Using Householder Reflections,101
2017,Discovering Discrete Latent Topics with Neural Variational Inference,168
2017,Variational Boosting: Iteratively Refining Posterior Approximations,94
2017,Device Placement Optimization with Reinforcement Learning,304
2017,Tight Bounds for Approximate Carathéodory and Beyond,21
2017,Deletion-Robust Submodular Maximization: Data Summarization with “the Right to be Forgotten”,49
2017,Prediction and Control with Temporal Segment Models,53
2017,Improving Gibbs Sampler Scan Quality with DoGS,4
2017,Differentially Private Submodular Maximization: Data Summarization in Disguise,24
2017,Active Learning for Top-$K$ Rank Aggregation from Noisy Comparisons,25
2017,Variational Dropout Sparsifies Deep Neural Networks,579
2017,Regularising Non-linear Models Using Feature Side-information,10
2017,Coupling Distributed and Symbolic Execution for Natural Language Queries,44
2017,McGan: Mean and Covariance Feature Matching GAN,118
2017,Sequence to Better Sequence: Continuous Revision of Combinatorial Structures,79
2017,Variants of RMSProp and Adagrad with Logarithmic Regret Bounds,180
2017,Meta Networks,637
2017,Understanding the Representation and Computation of Multilayer Perceptrons: A Case Study in Speech Recognition,26
2017,Adaptive Sampling Probabilities for Non-Smooth Optimization,31
2017,Delta Networks for Optimized Recurrent Network Computation,44
2017,Post-Inference Prior Swapping,9
2017,The Loss Surface of Deep and Wide Neural Networks,228
2017,SARAH: A Novel Method for Machine Learning Problems Using Stochastic Recursive Gradient,340
2017,Composing Tree Graphical Models with Persistent Homology Features for Clustering Mixed-Type Data,16
2017,Multichannel End-to-end Speech Recognition,72
2017,Conditional Image Synthesis with Auxiliary Classifier GANs,2216
2017,Nyström Method with Kernel K-means++ Samples as Landmarks,29
2017,Zero-Shot Task Generalization with Multi-Task Deep Reinforcement Learning,194
2017,The Statistical Recurrent Unit,36
2017,Deep Decentralized Multi-task Multi-Agent Reinforcement Learning under Partial Observability,336
2017,Algebraic Variety Models for High-Rank Matrix Completion,46
2017,Why is Posterior Sampling Better than Optimism for Reinforcement Learning?,157
2017,Bidirectional Learning for Time-series Models with Hidden Units,14
2017,Count-Based Exploration with Neural Density Models,387
2017,Dictionary Learning Based on Sparse Distribution Tomography,9
2017,Stochastic Bouncy Particle Sampler,29
2017,A Birth-Death Process for Feature Allocation,114
2017,Prediction under Uncertainty in Sparse Spectrum Gaussian Processes with Applications to Filtering and Control,32
2017,"Clustering by Sum of Norms: Stochastic Incremental Algorithm, Convergence and Cluster Recovery",27
2017,Curiosity-driven Exploration by Self-supervised Prediction,1345
2017,Asynchronous Distributed Variational Gaussian Process for Regression,22
2017,Geometry of Neural Network Loss Surfaces via Random Matrix Theory,111
2017,Multi-task Learning with Labeled and Unlabeled Tasks,31
2017,Robust Adversarial Reinforcement Learning,417
2017,Neural Episodic Control,218
2017,Online and Linear-Time Attention by Enforcing Monotonic Alignments,202
2017,On the Expressive Power of Deep Neural Networks,509
2017,Estimating the unseen from multiple populations,15
2017,"Coherence Pursuit: Fast, Simple, and Robust Subspace Recovery",8
2017,Innovation Pursuit: A New Approach to the Subspace Clustering Problem,13
2017,High Dimensional Bayesian Optimization with Elastic Gaussian Process,62
